119,312
164,239
233,246
223,311
223.0,309.0
243.0,242.0
331.0,239.0
328.0,316.0
334.0,308.0
334.0,243.0
425.0,239.0
446.0,308.0
448.0,307.0
422.0,243.0
509.0,232.0
556.0,306.0
559.0,307.0
512.0,239.0
590.0,224.0
635.0,293.0
176.0,214.0
186.0,193.0
256.0,199.0
239.0,232.0
254.0,210.0
257.0,187.0
319.0,175.0
321.0,215.0
341.0,201.0
331.0,182.0
389.0,173.0
408.0,209.0
422.0,210.0
400.0,187.0
448.0,175.0
470.0,215.0
494.0,201.0
460.0,182.0
516.0,173.0
549.0,210.0
560.0,201.0
534.0,182.0
577.0,173.0
635.0,209.0
121.0,174.0
143.0,148.0
179.0,151.0
168.0,173.0
169.0,172.0
184.0,146.0
227.0,151.0
218.0,169.0
219.0,169.0
228.0,147.0
273.0,148.0
268.0,172.0
271.0,171.0
273.0,149.0
320.0,150.0
321.0,171.0
321.0,170.0
324.0,157.0
364.0,157.0
370.0,171.0
375.0,170.0
371.0,156.0
404.0,154.0
422.0,171.0
425.0,171.0
417.0,156.0
457.0,148.0
474.0,168.0
474.0,168.0
458.0,149.0
501.0,145.0
524.0,166.0
528.0,166.0
505.0,150.0
541.0,144.0
569.0,163.0
572.0,162.0
548.0,146.0
579.0,141.0
621.0,167.0
