460,350
436,288
518,284
568,350
344.0,348.0
340.0,282.0
432.0,290.0
440.0,344.0
234.0,338.0
258.0,282.0
344.0,294.0
336.0,346.0
132.0,334.0
162.0,278.0
254.0,292.0
218.0,348.0
16.0,328.0
86.0,274.0
150.0,284.0
104.0,342.0
430.0,282.0
410.0,236.0
470.0,236.0
510.0,268.0
348.0,280.0
342.0,238.0
408.0,238.0
428.0,280.0
262.0,282.0
270.0,236.0
348.0,244.0
348.0,290.0
186.0,266.0
220.0,232.0
280.0,240.0
256.0,274.0
106.0,266.0
166.0,222.0
220.0,224.0
172.0,268.0
30.0,250.0
96.0,222.0
156.0,224.0
94.0,262.0
