0.1859375,0.8666666667
0.25625,0.6638888889
0.3640625,0.6833333333
0.3484375,0.8638888889
0.3484375,0.8583333333
0.3796875,0.6722222222
0.5171875,0.6638888889
0.5125,0.8777777778
0.521875,0.8555555556
0.521875,0.675
0.6640625,0.6638888889
0.696875,0.8555555556
0.7,0.8527777778
0.659375,0.675
0.7953125,0.6444444444
0.86875,0.85
0.8734375,0.8527777778
0.8,0.6638888889
0.921875,0.6222222222
0.9921875,0.8138888889
0.275,0.5944444444
0.290625,0.5361111111
0.4,0.5527777778
0.3734375,0.6444444444
0.396875,0.5833333333
0.4015625,0.5194444444
0.4984375,0.4861111111
0.5015625,0.5972222222
0.5328125,0.5583333333
0.5171875,0.5055555556
0.6078125,0.4805555556
0.6375,0.5805555556
0.659375,0.5833333333
0.625,0.5194444444
0.7,0.4861111111
0.734375,0.5972222222
0.771875,0.5583333333
0.71875,0.5055555556
0.80625,0.4805555556
0.8578125,0.5833333333
0.875,0.5583333333
0.834375,0.5055555556
0.9015625,0.4805555556
0.9921875,0.5805555556
0.1890625,0.4833333333
0.2234375,0.4111111111
0.2796875,0.4194444444
0.2625,0.4805555556
0.2640625,0.4777777778
0.2875,0.4055555556
0.3546875,0.4194444444
0.340625,0.4694444444
0.3421875,0.4694444444
0.35625,0.4083333333
0.4265625,0.4111111111
0.41875,0.4777777778
0.4234375,0.475
0.4265625,0.4138888889
0.5,0.4166666667
0.5015625,0.475
0.5015625,0.4722222222
0.50625,0.4361111111
0.56875,0.4361111111
0.578125,0.475
0.5859375,0.4722222222
0.5796875,0.4333333333
0.63125,0.4277777778
0.659375,0.475
0.6640625,0.475
0.6515625,0.4333333333
0.7140625,0.4111111111
0.740625,0.4666666667
0.740625,0.4666666667
0.715625,0.4138888889
0.7828125,0.4027777778
0.81875,0.4611111111
0.825,0.4611111111
0.7890625,0.4166666667
0.8453125,0.4
0.8890625,0.4527777778
0.89375,0.45
0.85625,0.4055555556
0.9046875,0.3916666667
0.9703125,0.4638888889
